8b188999-d27f-4fc1-8700-0720e196e892,"26 La Văn Cầu, Phường Thắng Tam, Vũng Tàu, Bà Rịa - Vũng Tàu 79000",Khách sạn,"Nép mình tại số 26 La Văn Cầu, 26 Topaz Hotel không chỉ là một địa điểm lưu trú mà còn là một ốc đảo tinh tế ngay giữa lòng thành phố biển Vũng Tàu sôi động. Lấy cảm hứng từ vẻ đẹp lấp lánh của đá Topaz, mỗi không gian tại đây đều được kiến tạo với phong cách hiện đại, sang trọng, mang đến cảm giác thư thái và đẳng cấp. Khách sạn tự hào về sự riêng tư, yên tĩnh, tạo nên một chốn nghỉ dưỡng lý tưởng để bạn gác lại mọi ồn ào và tận hưởng trọn vẹn sự thanh bình. Với vị trí thuận lợi, du khách dễ dàng khám phá bãi biển tuyệt đẹp và các điểm tham quan nổi tiếng, biến 26 Topaz Hotel thành điểm dừng chân hoàn hảo cho một trải nghiệm Vũng Tàu đáng nhớ.","10.3385247,107.0896797",26 Topaz Hotel,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'bãi biển': 0.7, 'có view panorama': 0.1, 'quán bar': 0.1, 'nhà hàng': 0.5, 'quán cà phê': 0.4, 'giá mắc': 0.6, 'luxury / sang trọng': 0.9, 'cá nhân': 0.7, 'cặp đôi': 0.8, 'gia đình': 0.5, 'bạn bè': 0.6, 'nhóm đông / team building': 0.2, 'yên tĩnh': 0.9, 'riêng tư': 0.9, 'đông đúc vừa phải': 0.2, 'lưu trú': 1.0, 'bãi đỗ xe': 0.4, 'nhà vệ sinh công cộng': 0.2, 'wifi / internet': 0.8, 'cơ sở vật chất tốt': 0.8, 'an toàn': 0.7, 'tour tự do / linh hoạt': 0.2, 'phù hợp trẻ em': 0.3, 'phù hợp người cao tuổi': 0.6, 'thân thiện người khuyết tật': 0.3, 'gần trung tâm / dễ đi lại': 0.8, 'dễ đến': 0.9, 'đường tốt / thuận tiện di chuyển': 0.8, 'phù hợp đi bộ nhiều': 0.4, 'thuận tiện đi xe máy / xe bus / taxi': 0.8, 'du lịch nghỉ dưỡng': 0.9, 'du lịch wellness / spa': 0.5, 'du lịch chụp ảnh / nhiếp ảnh': 0.4, 'mùa cao điểm': 0.3, 'mùa thấp điểm': 0.3, 'buổi sáng': 0.2, 'buổi chiều': 0.2, 'buổi tối': 0.2, 'theo mùa / thời tiết': 0.1, 'thích thiên nhiên': 0.4, 'thích nghỉ dưỡng / thư giãn': 0.9, 'phù hợp gia đình': 0.5, 'phù hợp nhóm bạn': 0.6, 'phù hợp cặp đôi / hẹn hò': 0.9, 'thích chụp ảnh': 0.4, 'thích yên tĩnh / riêng tư': 0.9}"
71f2f553-d266-42b3-a8bc-2282f42375c2,"414 Lê Hồng Phong, Phường, Vũng Tàu, Thành phố Hồ Chí Minh",Nhà hàng món lẩu,"Nằm giữa lòng Vũng Tàu sôi động, Lẩu cá đuối 7981 tại 414 Lê Hồng Phong là điểm đến không thể bỏ qua cho những ai muốn khám phá tinh hoa ẩm thực địa phương. Nổi bật với nồi lẩu cá đuối măng chua trứ danh, thực khách sẽ ngay lập tức bị cuốn hút bởi vị nước dùng thanh tao, chua nhẹ từ măng rừng hòa quyện cùng vị cay nồng đặc trưng. Những miếng cá đuối tươi rói, thịt trắng ngần, dai ngon sần sật, đặc biệt là phần sụn giòn tan, chắc chắn sẽ đánh thức mọi giác quan. Đây không chỉ là một bữa ăn, mà là trải nghiệm văn hóa ẩm thực Vũng Tàu đích thực, nơi hương vị truyền thống được gìn giữ và nâng tầm qua từng nồi lẩu nóng hổi.","10.7747097,106.6718858",Lẩu cá đuối 7981 Vũng Tàu,Bà Rịa - Vũng Tàu,10:00 - 23:00,Bà Rịa - Vũng Tàu,"{'nhà hàng': 1.0, 'ẩm thực đặc sản': 1.0, 'food tour / trải nghiệm ẩm thực': 0.9, 'cá nhân': 0.6, 'cặp đôi': 0.8, 'gia đình': 0.9, 'bạn bè': 0.9, 'nhóm đông / team building': 0.8, 'đông đúc vừa phải': 0.5, 'bãi đỗ xe': 0.5, 'nhà vệ sinh công cộng': 0.5, 'wifi / internet': 0.6, 'cơ sở vật chất tốt': 0.5, 'an toàn': 0.5, 'phù hợp trẻ em': 0.7, 'phù hợp người cao tuổi': 0.7, 'gần trung tâm / dễ đi lại': 0.8, 'dễ đến': 0.9, 'đường tốt / thuận tiện di chuyển': 0.8, 'phù hợp đi bộ nhiều': 0.2, 'thuận tiện đi xe máy / xe bus / taxi': 0.9, 'du lịch học hỏi / trải nghiệm văn hóa': 0.8, 'du lịch ẩm thực': 1.0, 'du lịch chụp ảnh / nhiếp ảnh': 0.5, 'buổi sáng': 0.2, 'buổi chiều': 0.8, 'buổi tối': 1.0, 'thích nghỉ dưỡng / thư giãn': 0.5, 'phù hợp gia đình': 0.9, 'phù hợp nhóm bạn': 0.9, 'phù hợp cặp đôi / hẹn hò': 0.8, 'khám phá văn hóa / kiến thức': 0.8, 'thích chụp ảnh': 0.5, 'thích trải nghiệm địa phương / authentic': 1.0, 'thích nightlife / sôi động': 0.2}"
0aad497c-a63e-4554-ae8e-54d2eace24c0,"31 Tú Xương, Phường 4, Vũng Tàu, Bà Rịa - Vũng Tàu",Nhà hàng,"Nếu bạn đang tìm kiếm một hương vị Vũng Tàu độc đáo, Xíu Mại Chảo tại 31 Tú Xương chính là điểm dừng chân không thể bỏ qua. Không phải xíu mại hấp thông thường, nơi đây nổi tiếng với từng viên xíu mại được chiên xém cạnh trên chảo gang nóng hổi, tạo nên lớp vỏ ngoài giòn nhẹ khó cưỡng. Bên trong vẫn giữ được độ mọng nước, đậm đà vị thịt và gia vị, hòa quyện tuyệt vời khi thưởng thức cùng bánh mì nóng giòn và chén nước sốt cà chua sóng sánh, chua ngọt. Một trải nghiệm ẩm thực đường phố giản dị nhưng đầy lôi cuốn, đánh thức mọi giác quan và để lại ấn tượng khó quên về một Vũng Tàu rất riêng.","10.3563715,107.0793436",Xíu Mại Chảo - 31 Tú Xương,Bà Rịa - Vũng Tàu,07:00 - 22:00,Bà Rịa - Vũng Tàu,"{'nhà hàng': 0.7, 'ẩm thực đường phố': 0.9, 'mua sắm ẩm thực': 0.3, 'ẩm thực đặc sản': 1.0, 'food tour / trải nghiệm ẩm thực': 0.9, 'giá rẻ': 0.7, 'giá hợp lý': 0.8, 'cá nhân': 0.8, 'cặp đôi': 0.8, 'gia đình': 0.7, 'bạn bè': 0.9, 'nhóm đông / team building': 0.4, 'yên tĩnh': 0.3, 'riêng tư': 0.1, 'đông đúc vừa phải': 0.7, 'rất náo nhiệt': 0.5, 'bãi đỗ xe': 0.4, 'nhà vệ sinh công cộng': 0.3, 'wifi / internet': 0.3, 'cơ sở vật chất tốt': 0.4, 'an toàn': 0.5, 'phù hợp trẻ em': 0.7, 'phù hợp người cao tuổi': 0.7, 'thân thiện người khuyết tật': 0.2, 'gần trung tâm / dễ đi lại': 0.8, 'dễ đến': 0.8, 'đường tốt / thuận tiện di chuyển': 0.8, 'phù hợp đi bộ nhiều': 0.2, 'thuận tiện đi xe máy / xe bus / taxi': 0.9, 'du lịch học hỏi / trải nghiệm văn hóa': 0.6, 'du lịch ẩm thực': 1.0, 'du lịch chụp ảnh / nhiếp ảnh': 0.5, 'mùa cao điểm': 0.2, 'mùa thấp điểm': 0.2, 'buổi sáng': 0.8, 'buổi chiều': 0.7, 'buổi tối': 0.6, 'theo mùa / thời tiết': 0.2, 'thích nghỉ dưỡng / thư giãn': 0.3, 'phù hợp gia đình': 0.7, 'phù hợp nhóm bạn': 0.9, 'phù hợp cặp đôi / hẹn hò': 0.8, 'khám phá văn hóa / kiến thức': 0.6, 'thích chụp ảnh': 0.5, 'thích trải nghiệm địa phương / authentic': 1.0, 'thích nightlife / sôi động': 0.2, 'thích yên tĩnh / riêng tư': 0.1}"
e029fc94-8ace-4d67-8579-1055ce3886ae,"83QC+RM3, 09 Hạ Long, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu",Nhà hàng hải sản,"Tọa lạc tại vị trí đắc địa bên bờ biển Vũng Tàu, Nhà hàng Gành Hào 2 là điểm đến không thể bỏ qua cho những ai muốn tận hưởng trọn vẹn hương vị biển. Nơi đây mở ra khung cảnh biển cả bao la, tuyệt đẹp, đặc biệt lãng mạn khi hoàng hôn buông xuống, nhuộm hồng cả không gian. Thực khách sẽ được chiêu đãi bữa tiệc hải sản tươi sống, được đánh bắt và chế biến tài tình, giữ trọn hương vị đặc trưng của biển cả. Với không gian rộng rãi, thoáng đãng và làn gió biển mát lành, Gành Hào 2 mang đến trải nghiệm ẩm thực độc đáo, đậm chất Vũng Tàu, khiến mỗi bữa ăn trở thành một kỷ niệm khó quên.","10.3388598,107.0708281",Nhà Hàng Gành Hào 2,Bà Rịa - Vũng Tàu,07:00 - 22:30,Bà Rịa - Vũng Tàu,"{'bãi biển': 0.9, 'có view panorama': 0.9, 'nhà hàng': 1.0, 'ẩm thực đặc sản': 0.9, 'food tour / trải nghiệm ẩm thực': 0.6, 'giá hợp lý': 0.4, 'nhóm đông / team building': 0.7, 'đông đúc vừa phải': 0.7, 'bãi đỗ xe': 0.6, 'nhà vệ sinh công cộng': 0.5, 'wifi / internet': 0.5, 'cơ sở vật chất tốt': 0.8, 'an toàn': 0.7, 'phù hợp trẻ em': 0.7, 'phù hợp người cao tuổi': 0.7, 'gần trung tâm / dễ đi lại': 0.8, 'dễ đến': 0.8, 'đường tốt / thuận tiện di chuyển': 0.7, 'thuận tiện đi xe máy / xe bus / taxi': 0.8, 'du lịch nghỉ dưỡng': 0.7, 'du lịch ẩm thực': 1.0, 'du lịch chụp ảnh / nhiếp ảnh': 0.9, 'buổi chiều': 0.9, 'buổi tối': 0.8, 'buổi sáng': 0.2, 'thích thiên nhiên': 0.9, 'thích nghỉ dưỡng / thư giãn': 0.9, 'phù hợp gia đình': 0.8, 'phù hợp nhóm bạn': 0.8, 'phù hợp cặp đôi / hẹn hò': 1.0, 'khám phá văn hóa / kiến thức': 0.2, 'thích chụp ảnh': 0.9, 'thích trải nghiệm địa phương / authentic': 0.9}"
09e2ddbc-7f8c-4487-addd-b37a74e5a300,"28 Vi Ba, Phường 4, Vũng Tàu, Bà Rịa - Vũng Tàu",Nhà hàng,"Khám phá Ốc Núi tại 28 Vi Ba, Phường 4, Vũng Tàu – một điểm đến không thể bỏ qua cho những ai đam mê ẩm thực độc đáo. Nơi đây nổi tiếng với đặc sản Ốc Núi trứ danh, những con ốc tươi ngon được tuyển chọn kỹ lưỡng từ vùng núi, mang đến hương vị khác biệt hoàn toàn so với ốc biển thông thường. Thực khách sẽ được thưởng thức ốc núi chế biến tài tình với đa dạng món ăn, từ nướng mọi đậm đà đến xào me chua ngọt, mỗi món đều giữ trọn vị giòn sần sật đặc trưng và thấm đẫm gia vị. Không gian quán mộc mạc, gần gũi, là nơi lý tưởng để thực khách vừa thưởng thức đặc sản hiếm có, vừa cảm nhận trọn vẹn nét bình dị, cuốn hút của Vũng Tàu. Đây chắc chắn là một trải nghiệm ẩm thực khó quên.","10.3604732,107.0760098",Ốc Núi,Bà Rịa - Vũng Tàu,15:00 - 00:00,Bà Rịa - Vũng Tàu,"{'núi non': 0.2, 'nhà hàng': 1.0, 'ẩm thực đường phố': 0.2, 'ẩm thực đặc sản': 1.0, 'food tour / trải nghiệm ẩm thực': 0.9, 'cá nhân': 0.6, 'cặp đôi': 0.6, 'gia đình': 0.7, 'bạn bè': 0.8, 'nhóm đông / team building': 0.7, 'đông đúc vừa phải': 0.5, 'phù hợp trẻ em': 0.5, 'phù hợp người cao tuổi': 0.5, 'gần trung tâm / dễ đi lại': 0.5, 'dễ đến': 0.7, 'đường tốt / thuận tiện di chuyển': 0.5, 'thuận tiện đi xe máy / xe bus / taxi': 0.7, 'du lịch học hỏi / trải nghiệm văn hóa': 0.4, 'du lịch ẩm thực': 1.0, 'du lịch chụp ảnh / nhiếp ảnh': 0.2, 'buổi chiều': 0.6, 'buổi tối': 0.8, 'thích thiên nhiên': 0.2, 'thích phiêu lưu / mạo hiểm': 0.0, 'thích nghỉ dưỡng / thư giãn': 0.0, 'phù hợp gia đình': 0.7, 'phù hợp nhóm bạn': 0.8, 'phù hợp cặp đôi / hẹn hò': 0.6, 'khám phá văn hóa / kiến thức': 0.4, 'thích chụp ảnh': 0.2, 'thích trải nghiệm địa phương / authentic': 0.9, 'thích nightlife / sôi động': 0.0, 'thích yên tĩnh / riêng tư': 0.0}"
12ba6ca8-6269-4fca-a84d-a0b9b0eb645c,"36 Trần Hưng Đạo, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu 79000",Nhà hàng Pháp,"Don Quijote tại 36 Trần Hưng Đạo mở ra một cánh cửa đến Tây Ban Nha sôi động ngay giữa lòng Vũng Tàu. Nơi đây không chỉ là nhà hàng, mà là một hành trình vị giác đầy phiêu lưu, nơi bạn có thể đắm mình trong hương vị đích thực của những món tapas giòn rụm, paella hải sản tươi ngon và sangria đỏ thắm. Với không gian ấm cúng, tràn ngập sắc màu và âm nhạc Latin quyến rũ, mỗi khoảnh khắc tại Don Quijote là một cuộc thoát ly ngọt ngào khỏi thực tại. Đây là điểm đến lý tưởng để bạn ""phiêu lưu"" cùng ẩm thực và tận hưởng những câu chuyện Tây Ban Nha bất tận.","10.3449335,107.0769095",Don Quijote,Bà Rịa - Vũng Tàu,09:00 - 00:00,Bà Rịa - Vũng Tàu,"{'quán bar': 0.5, 'nhạc sống / show diễn': 0.6, 'nhà hàng': 1.0, 'quán cà phê': 0.2, 'ẩm thực đặc sản': 0.9, 'food tour / trải nghiệm ẩm thực': 0.9, 'giá hợp lý': 0.3, 'luxury / sang trọng': 0.5, 'cá nhân': 0.5, 'cặp đôi': 0.9, 'gia đình': 0.7, 'bạn bè': 0.9, 'nhóm đông / team building': 0.6, 'yên tĩnh': 0.4, 'riêng tư': 0.5, 'đông đúc vừa phải': 0.7, 'rất náo nhiệt': 0.4, 'bãi đỗ xe': 0.2, 'nhà vệ sinh công cộng': 0.2, 'wifi / internet': 0.2, 'cơ sở vật chất tốt': 0.6, 'an toàn': 0.2, 'phù hợp trẻ em': 0.5, 'phù hợp người cao tuổi': 0.5, 'thân thiện người khuyết tật': 0.2, 'gần trung tâm / dễ đi lại': 0.8, 'dễ đến': 0.9, 'đường tốt / thuận tiện di chuyển': 0.9, 'phù hợp đi bộ nhiều': 0.2, 'thuận tiện đi xe máy / xe bus / taxi': 0.9, 'du lịch nghỉ dưỡng': 0.7, 'du lịch mạo hiểm / khám phá': 0.5, 'du lịch lễ hội / sự kiện': 0.2, 'du lịch học hỏi / trải nghiệm văn hóa': 0.9, 'du lịch ẩm thực': 1.0, 'du lịch chụp ảnh / nhiếp ảnh': 0.6, 'mùa cao điểm': 0.2, 'mùa thấp điểm': 0.2, 'buổi sáng': 0.3, 'buổi chiều': 0.7, 'buổi tối': 1.0, 'theo mùa / thời tiết': 0.2, 'theo lịch lễ hội / sự kiện': 0.2, 'thích phiêu lưu / mạo hiểm': 0.5, 'thích nghỉ dưỡng / thư giãn': 0.8, 'phù hợp gia đình': 0.7, 'phù hợp nhóm bạn': 0.9, 'phù hợp cặp đôi / hẹn hò': 0.9, 'khám phá văn hóa / kiến thức': 0.9, 'thích chụp ảnh': 0.6, 'thích trải nghiệm địa phương / authentic': 0.8, 'thích nightlife / sôi động': 0.8, 'thích yên tĩnh / riêng tư': 0.4}"
75c0aecc-4dd4-4076-ad5e-6287139a8fa6,"City, 66 Hạ Long, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu 70000",Quán cà phê,"SOHO Coffee trên đường Hạ Long nổi tiếng của Vũng Tàu là điểm đến lý tưởng với không gian hiện đại và tầm nhìn hướng biển khoáng đạt. Tại đây, thực khách có thể nhâm nhi những tách cà phê thơm ngon trong không khí trong lành và ngắm nhìn khung cảnh biển tuyệt đẹp. Quán mang đến trải nghiệm thư giãn hoàn hảo, kết hợp giữa chất lượng đồ uống và vị trí đắc địa, là nơi lý tưởng để thoát khỏi sự ồn ào và tận hưởng vẻ đẹp của thành phố biển.","10.3306124,107.0757486",SOHO Coffee,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'quán cà phê': 1.0, 'có view panorama': 0.9, 'bãi biển': 0.7, 'nhà hàng': 0.5, 'cá nhân': 0.8, 'cặp đôi': 0.8, 'gia đình': 0.7, 'bạn bè': 0.8, 'yên tĩnh': 0.6, 'đông đúc vừa phải': 0.5, 'bãi đỗ xe': 0.3, 'wifi / internet': 0.7, 'cơ sở vật chất tốt': 0.6, 'an toàn': 0.3, 'gần trung tâm / dễ đi lại': 0.7, 'dễ đến': 0.7, 'đường tốt / thuận tiện di chuyển': 0.6, 'thuận tiện đi xe máy / xe bus / taxi': 0.6, 'du lịch nghỉ dưỡng': 0.7, 'du lịch ẩm thực': 0.6, 'du lịch chụp ảnh / nhiếp ảnh': 0.7, 'buổi sáng': 0.7, 'buổi chiều': 0.8, 'buổi tối': 0.7, 'thích thiên nhiên': 0.8, 'thích nghỉ dưỡng / thư giãn': 0.9, 'phù hợp gia đình': 0.7, 'phù hợp nhóm bạn': 0.8, 'phù hợp cặp đôi / hẹn hò': 0.9, 'thích chụp ảnh': 0.8, 'thích yên tĩnh / riêng tư': 0.7}"
1d3c6b7e-6185-4e6c-9601-1e49d7da9995,"32 Đường Thi Sách, Phường 8, Vũng Tàu, Bà Rịa - Vũng Tàu",Quán cà phê,"PALMA - the garden café là một ốc đảo xanh mát tại Vũng Tàu, nổi bật với không gian tràn ngập cây cối và hoa lá, mang đến cảm giác yên bình tách biệt khỏi sự ồn ào. Nơi đây là điểm đến lý tưởng để thư giãn, thưởng thức những ly cà phê thơm ngon trong bầu không khí trong lành. Với thiết kế độc đáo và nhiều góc ""sống ảo"", quán cà phê này chắc chắn sẽ làm hài lòng những ai tìm kiếm sự tĩnh lặng và vẻ đẹp tự nhiên.","10.3501392,107.0948421",PALMA - the garden café,Bà Rịa - Vũng Tàu,07:00 - 22:00,Bà Rịa - Vũng Tàu,"{'nhà hàng': 0.4, 'quán cà phê': 1.0, 'ẩm thực đường phố': 0.3, 'ẩm thực đặc sản': 0.4, 'food tour / trải nghiệm ẩm thực': 0.2, 'cá nhân': 0.8, 'cặp đôi': 0.9, 'gia đình': 0.5, 'bạn bè': 0.8, 'nhóm đông / team building': 0.3, 'yên tĩnh': 1.0, 'riêng tư': 0.9, 'đông đúc vừa phải': 0.3, 'bãi đỗ xe': 0.5, 'nhà vệ sinh công cộng': 0.4, 'wifi / internet': 0.8, 'cơ sở vật chất tốt': 0.8, 'an toàn': 0.5, 'phù hợp trẻ em': 0.3, 'phù hợp người cao tuổi': 0.7, 'thân thiện người khuyết tật': 0.3, 'gần trung tâm / dễ đi lại': 0.6, 'dễ đến': 0.7, 'đường tốt / thuận tiện di chuyển': 0.7, 'phù hợp đi bộ nhiều': 0.2, 'thuận tiện đi xe máy / xe bus / taxi': 0.8, 'du lịch sinh thái': 0.6, 'du lịch nghỉ dưỡng': 1.0, 'du lịch wellness / spa': 0.5, 'du lịch ẩm thực': 0.7, 'du lịch chụp ảnh / nhiếp ảnh': 1.0, 'mùa cao điểm': 0.3, 'mùa thấp điểm': 0.3, 'buổi sáng': 0.9, 'buổi chiều': 0.9, 'buổi tối': 0.7, 'theo mùa / thời tiết': 0.5, 'thích thiên nhiên': 1.0, 'thích nghỉ dưỡng / thư giãn': 1.0, 'phù hợp gia đình': 0.5, 'phù hợp nhóm bạn': 0.8, 'phù hợp cặp đôi / hẹn hò': 0.9, 'khám phá văn hóa / kiến thức': 0.1, 'thích chụp ảnh': 1.0, 'thích trải nghiệm địa phương / authentic': 0.3, 'thích yên tĩnh / riêng tư': 1.0, 'cảnh quan thiên nhiên hoang sơ': 0.1}"
567e4d5e-780e-422c-ad1e-8a1b3fb998fa,"2 Lê Lợi, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu 790000",Quán cà phê,"Phê La Lê Lợi là điểm đến lý tưởng để thưởng thức trà ô long đặc trưng với hương vị độc đáo và tinh tế giữa lòng Vũng Tàu. Không gian quán được thiết kế hiện đại, ấm cúng, tạo cảm giác thư thái và phong cách cho du khách. Tọa lạc tại vị trí trung tâm sầm uất, đây là nơi hoàn hảo để dừng chân, nhâm nhi đồ uống chất lượng cao và tận hưởng nhịp sống thành phố biển.","10.3458266,107.0745008","Phê La - Lê Lợi, Vũng Tàu",Bà Rịa - Vũng Tàu,07:00 - 23:00,Bà Rịa - Vũng Tàu,"{'quán cà phê': 0.9, 'nhà hàng': 0.3, 'ẩm thực đặc sản': 0.7, 'food tour / trải nghiệm ẩm thực': 0.4, 'giá hợp lý': 0.5, 'giá mắc': 0.2, 'luxury / sang trọng': 0.4, 'sang trọng': 0.4, 'cá nhân': 0.7, 'cặp đôi': 0.7, 'gia đình': 0.5, 'bạn bè': 0.8, 'nhóm đông / team building': 0.3, 'yên tĩnh': 0.4, 'riêng tư': 0.3, 'đông đúc vừa phải': 0.7, 'rất náo nhiệt': 0.3, 'bãi đỗ xe': 0.5, 'nhà vệ sinh công cộng': 0.5, 'wifi / internet': 0.8, 'cơ sở vật chất tốt': 0.7, 'an toàn': 0.6, 'tour tự do / linh hoạt': 0.6, 'phù hợp trẻ em': 0.3, 'phù hợp người cao tuổi': 0.5, 'thân thiện người khuyết tật': 0.2, 'gần trung tâm / dễ đi lại': 1.0, 'dễ đến': 0.9, 'đường tốt / thuận tiện di chuyển': 0.9, 'phù hợp đi bộ nhiều': 0.3, 'thuận tiện đi xe máy / xe bus / taxi': 0.9, 'du lịch nghỉ dưỡng': 0.6, 'du lịch học hỏi / trải nghiệm văn hóa': 0.3, 'du lịch ẩm thực': 0.8, 'du lịch chụp ảnh / nhiếp ảnh': 0.7, 'mùa cao điểm': 0.5, 'mùa thấp điểm': 0.5, 'buổi sáng': 0.7, 'buổi chiều': 0.9, 'buổi tối': 0.7, 'theo mùa / thời tiết': 0.3, 'theo lịch lễ hội / sự kiện': 0.1, 'thích nghỉ dưỡng / thư giãn': 0.9, 'phù hợp gia đình': 0.5, 'phù hợp nhóm bạn': 0.8, 'phù hợp cặp đôi / hẹn hò': 0.7, 'khám phá văn hóa / kiến thức': 0.3, 'thích chụp ảnh': 0.7, 'thích trải nghiệm địa phương / authentic': 0.5, 'thích nightlife / sôi động': 0.2, 'thích yên tĩnh / riêng tư': 0.4, 'có view panorama': 0.1, 'mua sắm ẩm thực': 0.1, 'nhạc sống / show diễn': 0.1}"
f93264f5-2480-44bb-b829-45be4ccb3450,"88 Lê Hồng Phong, Phường 4, Vũng Tàu, Bà Rịa - Vũng Tàu",Quán cà phê,"Letto café & cakes là một điểm đến ngọt ngào và ấm cúng tại Vũng Tàu, nổi bật với thực đơn cà phê đa dạng và đặc biệt là những chiếc bánh ngọt được làm thủ công tỉ mỉ, hấp dẫn cả về hương vị lẫn hình thức. Không gian quán được bài trí tinh tế, tạo cảm giác thư thái và dễ chịu, lý tưởng cho những buổi gặp gỡ bạn bè hay những khoảnh khắc riêng tư. Với chất lượng đồ uống và bánh tuyệt hảo cùng không gian dễ chịu, đây là lựa chọn lý tưởng để thư giãn và thưởng thức ẩm thực.","10.3595298,107.0782015",Letto café & cakes,Bà Rịa - Vũng Tàu,07:00 - 22:00,Bà Rịa - Vũng Tàu,"{'nhà hàng': 0.4, 'quán cà phê': 1.0, 'ẩm thực đặc sản': 0.7, 'food tour / trải nghiệm ẩm thực': 0.5, 'giá hợp lý': 0.3, 'luxury / sang trọng': 0.2, 'sang trọng': 0.2, 'cá nhân': 0.9, 'cặp đôi': 0.9, 'gia đình': 0.5, 'bạn bè': 1.0, 'nhóm đông / team building': 0.1, 'yên tĩnh': 0.9, 'riêng tư': 0.9, 'đông đúc vừa phải': 0.4, 'bãi đỗ xe': 0.3, 'nhà vệ sinh công cộng': 0.3, 'wifi / internet': 0.8, 'cơ sở vật chất tốt': 0.8, 'an toàn': 0.5, 'phù hợp trẻ em': 0.6, 'phù hợp người cao tuổi': 0.7, 'thân thiện người khuyết tật': 0.3, 'gần trung tâm / dễ đi lại': 0.7, 'dễ đến': 0.8, 'đường tốt / thuận tiện di chuyển': 0.8, 'phù hợp đi bộ nhiều': 0.1, 'thuận tiện đi xe máy / xe bus / taxi': 0.8, 'du lịch nghỉ dưỡng': 0.8, 'du lịch học hỏi / trải nghiệm văn hóa': 0.2, 'du lịch ẩm thực': 1.0, 'du lịch chụp ảnh / nhiếp ảnh': 0.6, 'buổi sáng': 0.8, 'buổi chiều': 1.0, 'buổi tối': 0.6, 'theo mùa / thời tiết': 0.1, 'thích nghỉ dưỡng / thư giãn': 1.0, 'phù hợp gia đình': 0.5, 'phù hợp nhóm bạn': 1.0, 'phù hợp cặp đôi / hẹn hò': 1.0, 'khám phá văn hóa / kiến thức': 0.2, 'thích chụp ảnh': 0.6, 'thích trải nghiệm địa phương / authentic': 0.5, 'thích yên tĩnh / riêng tư': 1.0}"
