da6ae3d0-73c0-48ed-88ec-e0e8424ddb05,"92 Nguyễn Trường Tộ, Phường 3, Vũng Tàu, Bà Rịa - Vũng Tàu",Giường & bữa sáng,"Tomorrow Hostel, tọa lạc tại trung tâm Vũng Tàu nhộn nhịp, không chỉ là nơi lưu trú mà còn là điểm hẹn lý tưởng cho những tâm hồn trẻ yêu khám phá. Nổi bật với kiến trúc hiện đại, tối giản cùng không gian sinh hoạt chung đầy màu sắc, hostel mang đến cảm giác thân thiện, tươi mới ngay từ cái nhìn đầu tiên. Tại đây, bạn dễ dàng kết nối với bạn bè quốc tế, chia sẻ những câu chuyện du lịch và cùng nhau tạo nên những kỷ niệm đáng nhớ trong bầu không khí năng động và tràn đầy cảm hứng. Vị trí đắc địa giúp bạn dễ dàng tiếp cận bãi biển tuyệt đẹp, quán cà phê độc đáo và các điểm tham quan nổi tiếng, biến mỗi ngày ở Tomorrow Hostel thành một hành trình trải nghiệm thú vị và tiện lợi. Hãy đến và trải nghiệm sự kết hợp hoàn hảo giữa tiện nghi, phong cách và tinh thần cộng đồng tại Tomorrow Hostel – nơi mỗi khoảnh khắc đều tràn đầy năng lượng cho những cuộc phiêu lưu sắp tới.","10.3444177,107.0799896",Tomorrow Hostel,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'lưu trú': 1.0, 'giá rẻ': 1.0, 'wifi / internet': 1.0, 'cá nhân': 1.0, 'bạn bè': 1.0, 'phù hợp nhóm bạn': 1.0, 'giá hợp lý': 0.9, 'cặp đôi': 0.9, 'phù hợp cặp đôi / hẹn hò': 0.9, 'gần trung tâm / dễ đi lại': 0.9, 'dễ đến': 0.9, 'đường tốt / thuận tiện di chuyển': 0.9, 'thuận tiện đi xe máy / xe bus / taxi': 0.9, 'nhóm đông / team building': 0.85, 'cơ sở vật chất tốt': 0.85, 'an toàn': 0.85, 'đông đúc vừa phải': 0.85, 'khám phá văn hóa / kiến thức': 0.85, 'thích trải nghiệm địa phương / authentic': 0.85, 'tour tự do / linh hoạt': 0.3, 'thích nightlife / sôi động': 0.3, 'bãi biển': 0.2, 'quán bar': 0.2, 'quán cà phê': 0.2, 'gia đình': 0.2, 'bãi đỗ xe': 0.2, 'du lịch mạo hiểm / khám phá': 0.2, 'du lịch học hỏi / trải nghiệm văn hóa': 0.2, 'du lịch ẩm thực': 0.2, 'du lịch chụp ảnh / nhiếp ảnh': 0.2, 'thích thiên nhiên': 0.2, 'thích phiêu lưu / mạo hiểm': 0.2, 'thích chụp ảnh': 0.2, 'yên tĩnh': 0.1, 'riêng tư': 0.1, 'phù hợp trẻ em': 0.1, 'phù hợp người cao tuổi': 0.1, 'thân thiện người khuyết tật': 0.1, 'nhà vệ sinh công cộng': 0.1, 'du lịch nghỉ dưỡng': 0.1, 'thích nghỉ dưỡng / thư giãn': 0.1}",
fa68a93c-9f02-49fb-8e63-0f948103a076,"Hẻm 220 Phan Chu Trinh, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu",Điểm thu hút khách du lịch,"Đồi Con Heo – viên ngọc quý giữa lòng Vũng Tàu, tưởng chừng bình dị nhưng lại ẩn chứa sức hút khó cưỡng. Từ đây, mở ra một bức tranh toàn cảnh tuyệt mỹ với biển xanh vô tận, thành phố nhộn nhịp và những ngọn núi hùng vĩ bao quanh. Cảm giác đứng giữa không gian rộng lớn, gió lộng từ biển khơi mang theo hơi thở mặn mòi, giúp bạn chiêm ngưỡng Vũng Tàu từ một góc nhìn hoàn toàn khác biệt. Đặc biệt vào lúc bình minh hoặc hoàng hôn, khung cảnh nhuộm màu vàng cam rực rỡ biến nơi đây thành thiên đường lý tưởng để ""săn"" những bức ảnh để đời và tận hưởng khoảnh khắc bình yên hiếm có.","10.33085,107.0829734",Đồi Con Heo,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'núi non': 0.9, 'bãi biển': 0.2, 'cảnh quan thiên nhiên hoang sơ': 0.4, 'có view panorama': 1.0, 'thích trekking / leo núi': 0.3, 'giá rẻ': 0.9, 'giá hợp lý': 0.85, 'cá nhân': 0.9, 'cặp đôi': 1.0, 'gia đình': 0.7, 'bạn bè': 1.0, 'nhóm đông / team building': 0.4, 'đông đúc vừa phải': 0.6, 'rất náo nhiệt': 0.4, 'bãi đỗ xe': 0.2, 'an toàn': 0.7, 'tour tự do / linh hoạt': 1.0, 'phù hợp trẻ em': 0.3, 'phù hợp người cao tuổi': 0.2, 'gần trung tâm / dễ đi lại': 0.7, 'dễ đến': 0.4, 'đường tốt / thuận tiện di chuyển': 0.2, 'phù hợp đi bộ nhiều': 0.8, 'thuận tiện đi xe máy / xe bus / taxi': 0.7, 'du lịch sinh thái': 0.3, 'du lịch mạo hiểm / khám phá': 0.5, 'du lịch chụp ảnh / nhiếp ảnh': 1.0, 'mùa cao điểm': 0.8, 'buổi sáng': 0.8, 'buổi chiều': 1.0, 'buổi tối': 0.5, 'theo mùa / thời tiết': 0.7, 'thích thiên nhiên': 1.0, 'thích phiêu lưu / mạo hiểm': 0.5, 'thích nghỉ dưỡng / thư giãn': 0.1, 'phù hợp gia đình': 0.7, 'phù hợp nhóm bạn': 1.0, 'phù hợp cặp đôi / hẹn hò': 1.0, 'thích chụp ảnh': 1.0, 'thích trải nghiệm địa phương / authentic': 0.2}",
59b09445-33b1-495a-a90f-117ea46d4303,"83 Thùy Vân, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu",Công viên,"Nép mình bên bờ biển Bãi Sau tuyệt đẹp, Công viên Tao Phùng tại 83 Thùy Vân là điểm khởi đầu cho một hành trình khám phá đầy hấp dẫn ở Vũng Tàu. Điểm nhấn độc đáo nhất của nơi đây chính là con đường dẫn lên Tượng Chúa Kitô Vua uy nghi trên đỉnh Núi Nhỏ. Sau hành trình chinh phục hàng trăm bậc thang, du khách sẽ được chiêm ngưỡng bức tượng sừng sững và thu vào tầm mắt khung cảnh Vũng Tàu bao la, hùng vĩ trải dài từ biển xanh ngút ngàn đến những mái nhà lô nhô. Đây không chỉ là một điểm tham quan tâm linh mà còn là nơi lý tưởng để tìm về sự bình yên, hít thở không khí trong lành và lưu giữ những khoảnh khắc tuyệt đẹp của thành phố biển.","10.3329627,107.0892515",Công viên Tao Phùng,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'bãi biển': 0.85, 'núi non': 0.15, 'có view panorama': 0.25, 'công viên giải trí': 0.1, 'nhà hàng': 0.15, 'quán cà phê': 0.15, 'ẩm thực đường phố': 0.25, 'mua sắm ẩm thực': 0.1, 'giá rẻ': 0.9, 'giá hợp lý': 0.85, 'cá nhân': 0.85, 'cặp đôi': 0.9, 'gia đình': 0.95, 'bạn bè': 0.9, 'nhóm đông / team building': 0.85, 'yên tĩnh': 0.2, 'riêng tư': 0.1, 'đông đúc vừa phải': 0.85, 'rất náo nhiệt': 0.3, 'bãi đỗ xe': 0.85, 'nhà vệ sinh công cộng': 0.75, 'wifi / internet': 0.1, 'cơ sở vật chất tốt': 0.7, 'an toàn': 0.8, 'tour tự do / linh hoạt': 0.95, 'phù hợp trẻ em': 0.95, 'phù hợp người cao tuổi': 0.9, 'thân thiện người khuyết tật': 0.7, 'gần trung tâm / dễ đi lại': 0.95, 'dễ đến': 0.95, 'đường tốt / thuận tiện di chuyển': 0.95, 'phù hợp đi bộ nhiều': 0.9, 'thuận tiện đi xe máy / xe bus / taxi': 0.95, 'du lịch nghỉ dưỡng': 0.85, 'du lịch lễ hội / sự kiện': 0.1, 'du lịch ẩm thực': 0.15, 'du lịch chụp ảnh / nhiếp ảnh': 0.7, 'mùa cao điểm': 0.85, 'mùa thấp điểm': 0.15, 'buổi sáng': 0.85, 'buổi chiều': 0.95, 'buổi tối': 0.9, 'theo mùa / thời tiết': 0.2, 'theo lịch lễ hội / sự kiện': 0.1, 'thích thiên nhiên': 0.7, 'thích nghỉ dưỡng / thư giãn': 0.9, 'phù hợp gia đình': 0.95, 'phù hợp nhóm bạn': 0.9, 'phù hợp cặp đôi / hẹn hò': 0.9, 'thích chụp ảnh': 0.7, 'thích trải nghiệm địa phương / authentic': 0.75, 'thích nightlife / sôi động': 0.25, 'thích yên tĩnh / riêng tư': 0.15}",
1ff28fb9-dbe1-49c3-a1e5-b437e34ef4a9,"608 Trần Phú, Phường 5, Vũng Tàu, Bà Rịa - Vũng Tàu",Chùa phật giáo,"Nép mình uy nghi trên sườn Núi Lớn, Chùa Hộ Pháp (Thích Ca Phật Đài) không chỉ là một trung tâm Phật giáo mà còn là công trình kiến trúc độc đáo bậc nhất Vũng Tàu. Nổi bật giữa không gian xanh mát là tượng Phật Thích Ca Mâu Ni uy nghi màu trắng ngự trên tòa sen khổng lồ, sừng sững giữa trời xanh, toát lên vẻ thanh tịnh và bình yên hiếm có. Lối kiến trúc mang âm hưởng Ấn Độ độc đáo cùng những bức phù điêu tinh xảo khắc họa cuộc đời Đức Phật tạo nên một không gian vừa trang nghiêm vừa mãn nhãn. Từ đây, du khách sẽ được tận hưởng trải nghiệm khó quên khi phóng tầm mắt chiêm ngưỡng toàn cảnh thành phố biển Vũng Tàu thơ mộng hòa quyện cùng non nước hữu tình.","10.374636,107.0712743",Chùa Hộ Pháp (Thích Ca Phật Đài),Bà Rịa - Vũng Tàu,06:00 - 20:00,Bà Rịa - Vũng Tàu,"{'di sản': 0.65, 'di tích': 0.9, 'tôn giáo': 1.0, 'chùa': 1.0, 'di tích nổi tiếng': 0.95, 'núi non': 0.85, 'có view panorama': 0.9, 'thích trekking / leo núi': 0.15, 'nhà hàng': 0.1, 'quán cà phê': 0.1, 'giá rẻ': 0.9, 'cá nhân': 0.8, 'cặp đôi': 0.8, 'gia đình': 0.8, 'bạn bè': 0.8, 'nhóm đông / team building': 0.7, 'yên tĩnh': 0.9, 'riêng tư': 0.1, 'đông đúc vừa phải': 0.7, 'bãi đỗ xe': 0.85, 'nhà vệ sinh công cộng': 0.85, 'wifi / internet': 0.1, 'cơ sở vật chất tốt': 0.75, 'an toàn': 0.9, 'có hướng dẫn viên': 0.15, 'tour tự do / linh hoạt': 0.95, 'phù hợp trẻ em': 0.7, 'phù hợp người cao tuổi': 0.6, 'thân thiện người khuyết tật': 0.2, 'gần trung tâm / dễ đi lại': 0.85, 'dễ đến': 0.9, 'đường tốt / thuận tiện di chuyển': 0.9, 'phù hợp đi bộ nhiều': 0.85, 'thuận tiện đi xe máy / xe bus / taxi': 0.9, 'du lịch tâm linh': 1.0, 'du lịch lễ hội / sự kiện': 0.7, 'du lịch học hỏi / trải nghiệm văn hóa': 0.9, 'du lịch chụp ảnh / nhiếp ảnh': 0.9, 'mùa cao điểm': 0.7, 'mùa thấp điểm': 0.7, 'buổi sáng': 0.9, 'buổi chiều': 0.9, 'buổi tối': 0.2, 'theo mùa / thời tiết': 0.6, 'theo lịch lễ hội / sự kiện': 0.9, 'thích thiên nhiên': 0.6, 'thích nghỉ dưỡng / thư giãn': 0.5, 'phù hợp gia đình': 0.8, 'phù hợp nhóm bạn': 0.8, 'phù hợp cặp đôi / hẹn hò': 0.8, 'khám phá văn hóa / kiến thức': 0.95, 'thích chụp ảnh': 0.9, 'thích trải nghiệm địa phương / authentic': 0.9, 'thích yên tĩnh / riêng tư': 0.85}",
6d52742f-ccc3-4bd9-bb18-ee8764c8e276,"88 Lê Lai, Phường 3, Vũng Tàu, Bà Rịa - Vũng Tàu",Nhà hàng,"Nếu bạn đang tìm kiếm tinh hoa ẩm thực biển Vũng Tàu, Bánh canh ghẹ Ngọc Lâm tại 88 Lê Lai là điểm đến không thể bỏ qua. Nơi đây nổi tiếng với những tô bánh canh đầy ắp ghẹ tươi rói, ngọt thịt, mỗi con ghẹ được tuyển chọn kỹ lưỡng, đảm bảo độ tươi ngon trọn vẹn. Điểm nhấn làm nên danh tiếng còn là phần nước lèo trong vắt mà đậm đà, được ninh từ xương và hải sản, mang đến vị ngọt thanh tự nhiên khó cưỡng. Sợi bánh canh dai mềm hòa quyện cùng nước dùng nóng hổi và thịt ghẹ chắc nịch, tạo nên một bản giao hưởng vị giác độc đáo, khiến thực khách say mê ngay từ muỗng đầu tiên. Đây chính là trải nghiệm ẩm thực đích thực, gói trọn hương vị biển cả Vũng Tàu trong một tô bánh canh ghẹ trứ danh.","10.3483241,107.0787799",Bánh canh ghẹ Ngọc Lâm,Bà Rịa - Vũng Tàu,06:30 - 22:00,Bà Rịa - Vũng Tàu,"{'nhà hàng': 1.0, 'ẩm thực đặc sản': 1.0, 'food tour / trải nghiệm ẩm thực': 0.9, 'giá hợp lý': 0.9, 'cá nhân': 0.8, 'cặp đôi': 0.9, 'gia đình': 1.0, 'bạn bè': 1.0, 'nhóm đông / team building': 0.85, 'rất náo nhiệt': 0.85, 'bãi đỗ xe': 0.7, 'nhà vệ sinh công cộng': 0.7, 'wifi / internet': 0.7, 'cơ sở vật chất tốt': 0.6, 'an toàn': 0.9, 'phù hợp trẻ em': 0.9, 'phù hợp người cao tuổi': 0.9, 'thân thiện người khuyết tật': 0.1, 'gần trung tâm / dễ đi lại': 0.9, 'dễ đến': 1.0, 'đường tốt / thuận tiện di chuyển': 0.9, 'thuận tiện đi xe máy / xe bus / taxi': 1.0, 'du lịch ẩm thực': 1.0, 'du lịch chụp ảnh / nhiếp ảnh': 0.15, 'buổi chiều': 0.85, 'buổi tối': 1.0, 'phù hợp gia đình': 1.0, 'phù hợp nhóm bạn': 1.0, 'phù hợp cặp đôi / hẹn hò': 0.9, 'khám phá văn hóa / kiến thức': 0.1, 'thích chụp ảnh': 0.15, 'thích trải nghiệm địa phương / authentic': 1.0}",
3efe2109-8d71-47da-aad1-d45afbec1847,"28 - 1.14 Đường Thi Sách, Phường 8, Vũng Tàu, Bà Rịa - Vũng Tàu 790000",Khách sạn,"Aparcondotel The Song Vung Tau, tọa lạc tại vị trí đắc địa trên đường Thi Sách, là bản giao hưởng hoàn hảo giữa tiện nghi đẳng cấp và vẻ đẹp thiên nhiên. Nơi đây mang đến trải nghiệm lưu trú độc đáo với các căn hộ hiện đại, đầy đủ tiện ích như một tổ ấm riêng, từ bếp riêng đến không gian sinh hoạt rộng rãi. Đặc biệt, bạn sẽ được đắm mình trong tầm nhìn bao quát thành phố và biển xanh từ ban công riêng, hay thư giãn tuyệt đối tại bể bơi vô cực trên cao, nơi hoàng hôn nhuộm đỏ cả một vùng trời biển. The Song Vung Tau hứa hẹn một kỳ nghỉ khó quên, nơi mỗi khoảnh khắc đều là một nốt nhạc thư thái và lãng mạn giữa lòng phố biển.","10.3502327,107.096028",Aparcondotel The Song Vung Tau,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'bãi biển': 0.9, 'núi non': 0.1, 'có view panorama': 0.9, 'thích trekking / leo núi': 0.1, 'quán bar': 0.2, 'nhà hàng': 0.3, 'quán cà phê': 0.3, 'ẩm thực đường phố': 0.2, 'ẩm thực đặc sản': 0.2, 'giá hợp lý': 0.3, 'giá mắc': 0.2, 'luxury / sang trọng': 0.9, 'sang trọng': 0.9, 'cá nhân': 0.1, 'cặp đôi': 0.9, 'gia đình': 1.0, 'bạn bè': 0.9, 'nhóm đông / team building': 0.9, 'yên tĩnh': 0.85, 'riêng tư': 0.9, 'đông đúc vừa phải': 0.2, 'lưu trú': 1.0, 'bãi đỗ xe': 0.9, 'nhà vệ sinh công cộng': 0.2, 'wifi / internet': 1.0, 'cơ sở vật chất tốt': 0.9, 'an toàn': 0.9, 'gần trung tâm / dễ đi lại': 0.9, 'dễ đến': 0.9, 'đường tốt / thuận tiện di chuyển': 0.9, 'phù hợp đi bộ nhiều': 0.2, 'thuận tiện đi xe máy / xe bus / taxi': 0.9, 'phù hợp trẻ em': 1.0, 'phù hợp người cao tuổi': 0.85, 'thân thiện người khuyết tật': 0.2, 'du lịch nghỉ dưỡng': 1.0, 'du lịch wellness / spa': 0.2, 'du lịch chụp ảnh / nhiếp ảnh': 0.1, 'thích thiên nhiên': 0.2, 'thích nghỉ dưỡng / thư giãn': 1.0, 'phù hợp gia đình': 1.0, 'phù hợp nhóm bạn': 0.9, 'phù hợp cặp đôi / hẹn hò': 0.9, 'thích chụp ảnh': 0.3, 'thích trải nghiệm địa phương / authentic': 0.1, 'thích nightlife / sôi động': 0.1, 'thích yên tĩnh / riêng tư': 0.9}",
dc138804-e285-4745-a81d-c8540bc7c083,"83XG+86G, Quảng trường Trưng Vương, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu",Điểm thu hút khách du lịch,"Nằm ngay trung tâm thành phố biển, Quảng trường Trưng Vương không chỉ là một không gian công cộng rộng lớn mà còn là cửa ngõ dẫn ra Bãi Trước thơ mộng. Đặc điểm nổi bật chính là sự kết hợp hài hòa giữa nhịp sống đô thị sôi động và làn gió biển trong lành, mang đến cảm giác thư thái lạ thường. Tại đây, bạn có thể tản bộ dưới những hàng cây xanh mát, ngắm nhìn dòng người qua lại hay đơn giản là tận hưởng khoảnh khắc hoàng hôn nhuộm vàng cả một góc biển Vũng Tàu – một bức tranh thiên nhiên kỳ vĩ. Chính cái không khí giao thoa, vừa hiện đại vừa lãng mạn này đã tạo nên một trải nghiệm Vũng Tàu rất riêng, khó quên.","10.3483126,107.075583",Quảng trường,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'nhạc sống / show diễn': 0.9, 'giá rẻ': 1.0, 'cá nhân': 0.85, 'cặp đôi': 0.85, 'gia đình': 0.95, 'bạn bè': 0.95, 'nhóm đông / team building': 0.9, 'yên tĩnh': 0.1, 'đông đúc vừa phải': 0.85, 'rất náo nhiệt': 0.9, 'bãi đỗ xe': 0.9, 'nhà vệ sinh công cộng': 0.85, 'wifi / internet': 0.3, 'cơ sở vật chất tốt': 0.85, 'an toàn': 0.9, 'tour tự do / linh hoạt': 1.0, 'phù hợp trẻ em': 0.95, 'phù hợp người cao tuổi': 0.95, 'thân thiện người khuyết tật': 0.85, 'gần trung tâm / dễ đi lại': 1.0, 'dễ đến': 1.0, 'đường tốt / thuận tiện di chuyển': 0.95, 'phù hợp đi bộ nhiều': 1.0, 'thuận tiện đi xe máy / xe bus / taxi': 0.95, 'du lịch nghỉ dưỡng': 0.85, 'du lịch cộng đồng': 0.95, 'du lịch lễ hội / sự kiện': 0.95, 'du lịch học hỏi / trải nghiệm văn hóa': 0.85, 'du lịch ẩm thực': 0.15, 'du lịch chụp ảnh / nhiếp ảnh': 0.9, 'mùa cao điểm': 0.85, 'mùa thấp điểm': 0.2, 'buổi sáng': 0.85, 'buổi chiều': 0.9, 'buổi tối': 1.0, 'theo mùa / thời tiết': 0.8, 'theo lịch lễ hội / sự kiện': 0.95, 'thích thiên nhiên': 0.15, 'thích nghỉ dưỡng / thư giãn': 0.9, 'phù hợp gia đình': 0.95, 'phù hợp nhóm bạn': 0.95, 'phù hợp cặp đôi / hẹn hò': 0.9, 'khám phá văn hóa / kiến thức': 0.85, 'thích chụp ảnh': 0.9, 'thích trải nghiệm địa phương / authentic': 0.95, 'thích nightlife / sôi động': 0.9, 'thích yên tĩnh / riêng tư': 0.1, 'nhà hàng': 0.2, 'quán cà phê': 0.2, 'ẩm thực đường phố': 0.3, 'mua sắm ẩm thực': 0.1, 'ẩm thực đặc sản': 0.1, 'food tour / trải nghiệm ẩm thực': 0.1}",
c789879d-8538-4c56-8479-87a13a27d704,"1810 Thùy Vân, Phường Thắng Tam, Vũng Tàu, Bà Rịa - Vũng Tàu",Điểm thu hút khách du lịch,"Tháp Tam Thắng, tọa lạc ngay trung tâm Bãi Sau Vũng Tàu tại 1810 Thùy Vân, là điểm dừng chân lý tưởng cho những ai khao khát một kỳ nghỉ biển trọn vẹn. Nổi bật với tầm nhìn bao quát Bãi Sau lộng gió, mỗi căn hộ tại đây đều mang đến không gian thư giãn tuyệt đối với tiếng sóng biển rì rào vỗ về. Chỉ vài bước chân, du khách đã có thể hòa mình vào làn nước trong xanh, dạo bước trên bờ cát mịn hay thưởng thức hải sản tươi ngon tại các nhà hàng sầm uất ven biển. Tháp Tam Thắng không chỉ mang lại sự tiện nghi của một khu lưu trú hiện đại mà còn là nơi để bạn tận hưởng trọn vẹn nhịp sống sôi động và vẻ đẹp quyến rũ của thành phố biển Vũng Tàu.","10.3454021,107.0973896",Tháp Tam Thắng - Bãi Sau Vũng Tàu,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'bãi biển': 1.0, 'có view panorama': 0.15, 'cá nhân': 0.9, 'cặp đôi': 0.9, 'gia đình': 0.9, 'bạn bè': 0.9, 'nhóm đông / team building': 0.9, 'rất náo nhiệt': 0.9, 'an toàn': 0.15, 'tour tự do / linh hoạt': 0.15, 'phù hợp trẻ em': 0.9, 'phù hợp người cao tuổi': 0.8, 'gần trung tâm / dễ đi lại': 0.95, 'dễ đến': 0.95, 'đường tốt / thuận tiện di chuyển': 0.9, 'phù hợp đi bộ nhiều': 0.15, 'thuận tiện đi xe máy / xe bus / taxi': 0.9, 'du lịch nghỉ dưỡng': 0.9, 'du lịch lễ hội / sự kiện': 0.1, 'du lịch học hỏi / trải nghiệm văn hóa': 0.1, 'du lịch chụp ảnh / nhiếp ảnh': 0.9, 'mùa cao điểm': 0.9, 'mùa thấp điểm': 0.1, 'buổi sáng': 0.8, 'buổi chiều': 0.8, 'buổi tối': 0.8, 'theo mùa / thời tiết': 0.9, 'theo lịch lễ hội / sự kiện': 0.1, 'thích thiên nhiên': 0.9, 'thích nghỉ dưỡng / thư giãn': 0.95, 'phù hợp gia đình': 0.9, 'phù hợp nhóm bạn': 0.9, 'phù hợp cặp đôi / hẹn hò': 0.9, 'khám phá văn hóa / kiến thức': 0.1, 'thích chụp ảnh': 0.9, 'thích trải nghiệm địa phương / authentic': 0.1, 'thích nightlife / sôi động': 0.2}",
df270196-8bc0-43c5-8950-0de6d0045791,"83XV+H3C, Đ. 3 Tháng 2, Phường Thắng Tam, Vũng Tàu, Bà Rịa - Vũng Tàu",Điểm mốc lịch sử,"Tọa lạc trên con đường 3 Tháng 2 nhộn nhịp của Vũng Tàu, Tượng Đài Liệt Sỹ mang đến một trải nghiệm độc đáo: một không gian trang nghiêm, thiêng liêng như dừng lại giữa dòng chảy hối hả của phố thị. Nơi đây là điểm hẹn của sự tĩnh lặng, nơi mỗi du khách có thể tạm gác lại nhịp sống thường nhật để lắng đọng và tri ân những anh hùng đã hy sinh vì Tổ quốc. Vẻ uy nghi của tượng đài không chỉ là biểu tượng của lòng biết ơn mà còn là lời nhắc nhở mạnh mẽ về giá trị của hòa bình và tinh thần bất khuất của dân tộc. Hãy ghé thăm để cảm nhận sự giao thoa đặc biệt giữa quá khứ hào hùng và hiện tại thanh bình, một điểm nhấn đầy ý nghĩa trong hành trình khám phá Vũng Tàu.","10.3515398,107.0938212",Tượng Đài Liệt Sỹ,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'di sản': 1.0, 'di tích': 1.0, 'di tích nổi tiếng': 0.9, 'giá rẻ': 1.0, 'giá hợp lý': 1.0, 'cá nhân': 0.95, 'cặp đôi': 0.9, 'gia đình': 0.95, 'bạn bè': 0.9, 'nhóm đông / team building': 0.2, 'yên tĩnh': 0.9, 'bãi đỗ xe': 0.85, 'nhà vệ sinh công cộng': 0.2, 'cơ sở vật chất tốt': 0.9, 'an toàn': 0.9, 'có hướng dẫn viên': 0.1, 'tour tự do / linh hoạt': 1.0, 'phù hợp trẻ em': 0.9, 'phù hợp người cao tuổi': 0.9, 'thân thiện người khuyết tật': 0.85, 'gần trung tâm / dễ đi lại': 1.0, 'dễ đến': 1.0, 'đường tốt / thuận tiện di chuyển': 1.0, 'phù hợp đi bộ nhiều': 0.2, 'thuận tiện đi xe máy / xe bus / taxi': 1.0, 'du lịch tâm linh': 0.15, 'du lịch lễ hội / sự kiện': 0.2, 'du lịch học hỏi / trải nghiệm văn hóa': 1.0, 'du lịch chụp ảnh / nhiếp ảnh': 0.9, 'buổi sáng': 0.95, 'buổi chiều': 0.95, 'buổi tối': 0.9, 'theo lịch lễ hội / sự kiện': 0.15, 'phù hợp gia đình': 0.95, 'phù hợp nhóm bạn': 0.9, 'phù hợp cặp đôi / hẹn hò': 0.9, 'khám phá văn hóa / kiến thức': 1.0, 'thích chụp ảnh': 0.9, 'thích trải nghiệm địa phương / authentic': 0.95, 'thích yên tĩnh / riêng tư': 0.9}",
0fb03fec-29b0-4b5b-9d75-f5a4055221f8,"83JG+7P6, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu",Chùa phật giáo,"Niết Bàn Tịnh Xá, tọa lạc giữa lưng chừng núi Nhỏ, là một công trình kiến trúc Phật giáo đồ sộ và tinh xảo, vươn mình uy nghi nhìn ra biển Vũng Tàu. Điều làm nên nét độc đáo chính là trải nghiệm hành hương lên cao, khi bạn từ từ bước qua những bậc thang được trấn giữ bởi mười tám vị La Hán với thần thái sống động, mỗi bức tượng kể một câu chuyện riêng. Đỉnh điểm là Tháp Xá Lợi linh thiêng trên tầng cao nhất, nơi không gian trở nên thanh tịnh tuyệt đối, và ánh mắt bạn sẽ được chiêu đãi bằng toàn cảnh biển xanh, thành phố nhộn nhịp bên dưới. Nơi đây không chỉ là điểm đến tâm linh mà còn là chốn dừng chân lý tưởng để tìm về sự bình an, chiêm ngưỡng vẻ đẹp hùng vĩ của đất trời Vũng Tàu.","10.3306625,107.0767656",Niết Bàn Tịnh xá,Bà Rịa - Vũng Tàu,00:00 - 00:00,Bà Rịa - Vũng Tàu,"{'di sản': 0.25, 'di tích': 0.9, 'tôn giáo': 1.0, 'chùa': 1.0, 'di tích nổi tiếng': 0.95, 'bãi biển': 0.2, 'núi non': 0.85, 'có view panorama': 0.9, 'thích trekking / leo núi': 0.15, 'giá rẻ': 0.9, 'cá nhân': 0.9, 'cặp đôi': 0.85, 'gia đình': 0.9, 'bạn bè': 0.9, 'nhóm đông / team building': 0.1, 'yên tĩnh': 0.95, 'riêng tư': 0.15, 'đông đúc vừa phải': 0.85, 'bãi đỗ xe': 0.9, 'nhà vệ sinh công cộng': 0.85, 'cơ sở vật chất tốt': 0.85, 'an toàn': 0.9, 'có hướng dẫn viên': 0.1, 'tour tự do / linh hoạt': 0.95, 'phù hợp trẻ em': 0.85, 'phù hợp người cao tuổi': 0.85, 'thân thiện người khuyết tật': 0.1, 'gần trung tâm / dễ đi lại': 0.85, 'dễ đến': 0.9, 'đường tốt / thuận tiện di chuyển': 0.9, 'phù hợp đi bộ nhiều': 0.85, 'thuận tiện đi xe máy / xe bus / taxi': 0.95, 'du lịch nghỉ dưỡng': 0.15, 'du lịch tâm linh': 1.0, 'du lịch lễ hội / sự kiện': 0.2, 'du lịch học hỏi / trải nghiệm văn hóa': 0.95, 'du lịch chụp ảnh / nhiếp ảnh': 0.9, 'mùa cao điểm': 0.85, 'mùa thấp điểm': 0.15, 'buổi sáng': 0.9, 'buổi chiều': 0.9, 'buổi tối': 0.2, 'theo mùa / thời tiết': 0.15, 'theo lịch lễ hội / sự kiện': 0.25, 'thích thiên nhiên': 0.15, 'thích nghỉ dưỡng / thư giãn': 0.9, 'phù hợp gia đình': 0.9, 'phù hợp nhóm bạn': 0.9, 'phù hợp cặp đôi / hẹn hò': 0.85, 'khám phá văn hóa / kiến thức': 0.95, 'thích chụp ảnh': 0.9, 'thích trải nghiệm địa phương / authentic': 0.9, 'thích yên tĩnh / riêng tư': 0.95}",
